DATE PM2p5 PM10 CO O3 NO2 SO2
20170410 16 27 0.4 0.034 0.027 0.004
20170411 23 56 0.4 0.035 0.028 0.004
20170412 12 64 0.3 0.039 0.018 0.004
20170413 26 69 0.5 0.036 0.030 0.006
20170414 22 56 0.5 0.046 0.027 0.005
20170415 31 66 0.5 0.045 0.030 0.006
20170416 31 60 0.6 0.032 0.039 0.006
20170417 25 47 0.6 0.023 0.041 0.005
20170418 21 41 0.5 0.026 0.030 0.004
20170419 17 84 0.4 0.032 0.022 0.004
20170420 22 83 0.4 0.029 0.035 0.005
20170421 24 68 0.5 0.029 0.038 0.005
20170422 25 62 0.5 0.031 0.033 0.004
20170423 23 49 0.5 0.044 0.027 0.005
20170424 19 42 0.4 0.041 0.031 0.005
20170425 30 59 0.5 0.043 0.031 0.005
20170426 16 44 0.4 0.040 0.018 0.004
20170427 14 45 0.4 0.038 0.022 0.005
20170428 24 64 0.6 0.037 0.029 0.007
20170429 27 63 0.6 0.039 0.031 0.006
20170430 49 91 0.6 0.071 0.022 0.008
20170501 48 92 0.6 0.057 0.029 0.005
20170502 48 99 0.6 0.043 0.043 0.006
20170503 32 70 0.5 0.055 0.038 0.005
20170504 31 64 0.5 0.036 0.037 0.005
20170505 24 56 0.4 0.038 0.019 0.005
20170506 20 194 0.3 0.041 0.016 0.004
20170507 16 92 0.4 0.043 0.019 0.005
20170508 36 173 0.5 0.044 0.035 0.007
20170509 31 125 0.5 0.023 0.037 0.006
20170510 20 43 0.4 0.032 0.022 0.004
20170511 33 71 0.5 0.033 0.035 0.006
20170512 42 74 0.6 0.036 0.037 0.006
20170513 26 50 0.4 0.041 0.023 0.004
20170514 14 59 0.3 0.043 0.015 0.004
20170515 11 44 0.3 0.033 0.022 0.004
20170516 15 35 0.4 0.032 0.028 0.005
20170517 18 39 0.4 0.033 0.034 0.006
20170518 26 48 0.5 0.045 0.035 0.006
20170519 25 47 0.4 0.045 0.031 0.006
20170520 21 38 0.4 0.039 0.032 0.006
20170521 19 32 0.4 0.039 0.022 0.005
20170522 26 43 0.4 0.032 0.027 0.005
20170523 22 35 0.4 0.018 0.029 0.005
20170524 15 26 0.4 0.026 0.025 0.004
20170525 14 38 0.4 0.038 0.025 0.005
20170526 8 24 0.3 0.036 0.019 0.004
20170527 14 33 0.4 0.039 0.028 0.005
20170528 22 45 0.4 0.051 0.023 0.005
20170529 36 69 0.5 0.060 0.025 0.007
20170530 23 49 0.4 0.041 0.032 0.006
20170531 20 38 0.4 0.029 0.035 0.005
20170601 18 38 0.3 0.037 0.016 0.004
20170602 10 29 0.3 0.039 0.016 0.004
20170603 11 31 0.4 0.038 0.016 0.004
20170604 11 29 0.3 0.043 0.018 0.004
20170605 13 26 0.4 0.047 0.026 0.004
20170606 10 21 0.3 0.040 0.019 0.004
20170607 10 16 0.4 0.026 0.021 0.003
20170608 28 44 0.6 0.054 0.022 0.004
20170609 38 60 0.6 0.056 0.023 0.005
20170610 23 49 0.4 0.044 0.021 0.004
20170611 9 29 0.3 0.036 0.021 0.004
20170612 12 31 0.3 0.046 0.019 0.004
20170613 17 36 0.3 0.032 0.020 0.004
20170614 21 44 0.4 0.038 0.022 0.004
20170615 26 52 0.4 0.044 0.024 0.005
20170616 38 68 0.5 0.060 0.027 0.006
20170617 30 52 0.5 0.062 0.024 0.007
20170618 26 45 0.4 0.047 0.024 0.005
20170619 32 53 0.5 0.036 0.034 0.005
20170620 30 53 0.5 0.043 0.036 0.005
20170621 34 58 0.4 0.039 0.025 0.005
20170622 23 38 0.4 0.038 0.021 0.004
20170623 23 44 0.4 0.038 0.032 0.004
20170624 23 42 0.5 0.020 0.043 0.006
20170625 22 36 0.5 0.036 0.025 0.004
20170626 17 27 0.4 0.034 0.024 0.004
20170627 19 30 0.4 0.039 0.024 0.004
20170628 32 48 0.5 0.042 0.026 0.005
20170629 35 51 0.5 0.040 0.027 0.005
20170630 37 54 0.5 0.041 0.024 0.004
20170701 30 43 0.5 0.034 0.023 0.004
20170702 17 26 0.3 0.019 0.016 0.004
20170703 15 23 0.3 0.028 0.017 0.004
20170704 24 34 0.4 0.034 0.021 0.004
20170705 28 40 0.4 0.044 0.024 0.004
20170706 34 48 0.5 0.045 0.030 0.005
20170707 13 22 0.4 0.015 0.024 0.004
20170708 17 26 0.4 0.021 0.018 0.004
20170709 18 26 0.4 0.023 0.021 0.004
20170710 9 14 0.3 0.015 0.022 0.004
20170711 26 39 0.4 0.035 0.022 0.004
20170712 32 47 0.4 0.041 0.021 0.004
20170713 35 50 0.5 0.040 0.028 0.004
20170714 34 48 0.5 0.036 0.027 0.005
20170715 14 20 0.4 0.022 0.020 0.004
20170716 12 17 0.3 0.019 0.018 0.004
20170717 14 23 0.3 0.018 0.021 0.004
20170718 17 26 0.4 0.026 0.026 0.004
20170719 26 38 0.4 0.041 0.025 0.004
20170720 38 52 0.5 0.041 0.028 0.005
20170721 45 59 0.5 0.056 0.023 0.005
20170722 42 57 0.5 0.041 0.022 0.005
20170723 35 49 0.5 0.034 0.018 0.004
20170724 22 34 0.6 0.016 0.031 0.004
20170725 15 27 0.5 0.024 0.021 0.004
20170726 10 18 0.3 0.039 0.018 0.004
20170727 17 28 0.4 0.027 0.031 0.004
20170728 19 30 0.5 0.012 0.030 0.004
20170729 8 26 0.4 0.025 0.017 0.004
20170730 15 22 0.4 0.039 0.014 0.004
20170731 13 22 0.5 0.011 0.030 0.004
20170801 12 22 0.4 0.024 0.026 0.004
20170802 23 36 0.5 0.038 0.030 0.004
20170803 14 24 0.4 0.035 0.022 0.004
20170804 18 27 0.4 0.044 0.020 0.004
20170805 21 31 0.4 0.040 0.023 0.004
20170806 18 25 0.4 0.031 0.019 0.004
20170807 22 33 0.4 0.045 0.017 0.004
20170808 28 42 0.5 0.049 0.023 0.005
20170809 23 33 0.5 0.035 0.022 0.004
20170810 5 8 0.4 0.023 0.018 0.003
20170811 6 11 0.3 0.022 0.019 0.004
20170812 6 11 0.3 0.022 0.016 0.004
20170813 6 10 0.3 0.020 0.012 0.004
20170814 4 9 0.3 0.011 0.013 0.004
20170815 4 7 0.3 0.010 0.013 0.003
20170816 4 7 0.3 0.012 0.014 0.004
20170817 6 12 0.4 0.012 0.022 0.003
20170818 17 26 0.5 0.019 0.031 0.005
20170819 15 25 0.5 0.023 0.025 0.003
20170820 7 11 0.4 0.021 0.015 0.003
20170821 8 14 0.3 0.017 0.019 0.004
20170822 10 17 0.4 0.022 0.023 0.005
20170823 10 20 0.4 0.008 0.020 0.004
20170824 9 21 0.4 0.016 0.016 0.004
20170825 13 26 0.5 0.025 0.028 0.005
20170826 11 25 0.4 0.029 0.022 0.004
20170827 13 23 0.4 0.018 0.026 0.004
20170828 17 29 0.5 0.016 0.032 0.004
20170829 8 18 0.3 0.026 0.013 0.004
20170830 10 25 0.4 0.016 0.029 0.005
20170831 20 35 0.5 0.027 0.029 0.004
20170901 12 23 0.4 0.026 0.021 0.004
20170902 15 26 0.4 0.028 0.024 0.004
20170903 20 31 0.5 0.040 0.022 0.004
20170904 18 27 0.4 0.029 0.030 0.004
20170905 13 24 0.5 0.010 0.035 0.004
20170906 17 27 0.5 0.011 0.037 0.004
20170907 25 35 0.5 0.029 0.027 0.004
20170908 33 49 0.7 0.030 0.031 0.005
20170909 40 58 0.7 0.033 0.032 0.005
20170910 36 50 0.7 0.024 0.030 0.004
20170911 16 22 0.5 0.027 0.022 0.003
20170912 13 25 0.4 0.023 0.025 0.004
20170913 10 23 0.4 0.024 0.027 0.004
20170914 12 27 0.4 0.023 0.029 0.004
20170915 8 15 0.3 0.028 0.016 0.003
20170916 5 10 0.3 0.026 0.013 0.003
20170917 5 9 0.3 0.026 0.011 0.003
20170918 10 19 0.4 0.026 0.022 0.004
20170919 40 62 0.6 0.046 0.024 0.005
20170920 10 24 0.4 0.027 0.020 0.004
20170921 15 28 0.5 0.025 0.036 0.004
20170922 19 31 0.5 0.034 0.035 0.005
20170923 25 52 0.5 0.031 0.030 0.005
20170924 37 62 0.6 0.039 0.022 0.004
20170925 26 44 0.6 0.027 0.035 0.004
20170926 26 45 0.6 0.032 0.034 0.004
20170927 23 40 0.6 0.022 0.031 0.004
20170928 8 23 0.4 0.028 0.017 0.004
20170929 9 21 0.4 0.024 0.025 0.005
20170930 18 34 0.5 0.026 0.032 0.005
20171001 20 32 0.5 0.018 0.028 0.004
20171002 10 19 0.4 0.029 0.016 0.004
20171003 11 35 0.3 0.026 0.013 0.004
20171004 9 21 0.3 0.025 0.013 0.004
20171005 7 14 0.3 0.024 0.015 0.004
20171006 7 11 0.3 0.024 0.013 0.004
20171007 6 9 0.4 0.021 0.019 0.003
20171008 13 18 0.5 0.024 0.023 0.005
20171009 17 25 0.5 0.026 0.026 0.006
20171010 18 28 0.5 0.013 0.030 0.004
20171011 7 11 0.4 0.020 0.015 0.003
20171012 11 21 0.4 0.011 0.023 0.004
20171013 15 27 0.4 0.017 0.026 0.004
20171014 12 22 0.5 0.022 0.025 0.004
20171015 11 21 0.5 0.023 0.023 0.004
20171016 16 30 0.5 0.018 0.029 0.004
20171017 20 38 0.5 0.018 0.036 0.004
20171018 13 24 0.4 0.019 0.028 0.004
20171019 10 18 0.4 0.020 0.027 0.004
20171020 16 31 0.5 0.016 0.036 0.004
20171021 21 38 0.6 0.017 0.036 0.004
20171022 13 25 0.4 0.027 0.019 0.004
20171023 10 24 0.4 0.025 0.025 0.004
20171024 15 31 0.5 0.015 0.035 0.004
20171025 22 41 0.6 0.017 0.039 0.004
20171026 28 51 0.7 0.012 0.047 0.005
20171027 34 58 0.8 0.018 0.048 0.005
20171028 27 45 0.7 0.020 0.043 0.004
20171029 22 65 0.5 0.025 0.022 0.004
20171030 13 35 0.4 0.022 0.022 0.004
20171031 14 33 0.6 0.012 0.038 0.005
20171101 20 38 0.5 0.020 0.036 0.005
20171102 26 46 0.5 0.023 0.035 0.005
20171103 26 38 0.5 0.028 0.022 0.005
20171104 40 53 0.5 0.022 0.022 0.004
20171105 27 39 0.6 0.013 0.035 0.004
20171106 20 33 0.6 0.010 0.043 0.005
20171107 25 42 0.7 0.006 0.050 0.005
20171108 29 65 0.5 0.030 0.023 0.005
20171109 24 50 0.6 0.010 0.043 0.005
20171110 21 44 0.6 0.014 0.035 0.005
20171111 13 70 0.4 0.018 0.020 0.004
20171112 18 31 0.6 0.010 0.034 0.004
20171113 24 41 0.7 0.006 0.042 0.005
20171114 17 45 0.5 0.018 0.023 0.005
20171115 11 25 0.4 0.020 0.020 0.004
20171116 14 25 0.5 0.014 0.028 0.005
20171117 24 42 0.7 0.004 0.044 0.005
20171118 22 39 0.4 0.023 0.013 0.004
20171119 12 24 0.5 0.020 0.018 0.004
20171120 22 38 0.6 0.009 0.036 0.005
20171121 31 50 0.8 0.005 0.047 0.005
20171122 30 62 0.7 0.011 0.038 0.005
20171123 11 23 0.5 0.014 0.025 0.005
20171124 12 20 0.5 0.011 0.026 0.004
20171125 16 25 0.7 0.005 0.041 0.004
20171126 23 37 0.7 0.011 0.031 0.004
20171127 29 48 0.8 0.005 0.046 0.005
20171128 46 71 1.0 0.004 0.059 0.007
20171129 25 61 0.5 0.013 0.029 0.005
20171130 9 24 0.4 0.023 0.019 0.004
20171201 13 24 0.5 0.013 0.033 0.005
20171202 24 39 0.7 0.006 0.042 0.005
20171203 35 51 0.7 0.005 0.040 0.005
20171204 26 43 0.5 0.019 0.021 0.005
20171205 11 22 0.4 0.018 0.022 0.005
20171206 22 32 0.6 0.006 0.037 0.004
20171207 32 45 0.7 0.011 0.032 0.005
20171208 21 31 0.5 0.015 0.024 0.005
20171209 24 39 0.7 0.004 0.046 0.005
20171210 25 38 0.6 0.012 0.030 0.005
20171211 10 47 0.3 0.018 0.013 0.004
20171212 17 33 0.4 0.015 0.019 0.005
20171213 20 36 0.5 0.012 0.028 0.005
20171214 36 55 0.8 0.004 0.045 0.005
20171215 58 83 1.2 0.002 0.063 0.006
20171216 27 41 0.5 0.018 0.019 0.005
20171217 14 39 0.5 0.019 0.021 0.005
20171218 35 55 0.8 0.005 0.044 0.005
20171219 20 46 0.5 0.014 0.023 0.005
20171220 26 42 0.7 0.004 0.042 0.005
20171221 39 52 0.8 0.004 0.048 0.005
20171222 43 58 0.9 0.004 0.054 0.006
20171223 80 111 1.0 0.008 0.052 0.007
20171224 58 78 0.8 0.014 0.036 0.005
20171225 16 30 0.4 0.021 0.020 0.005
20171226 14 29 0.4 0.016 0.024 0.005
20171227 14 28 0.5 0.014 0.025 0.005
20171228 28 46 0.7 0.005 0.043 0.005
20171229 67 97 0.9 0.007 0.052 0.007
20171230 95 128 1.0 0.005 0.052 0.006
20171231 36 63 0.6 0.020 0.021 0.005
